property_type,price_aprox_usd,surface_covered_in_m2,state,lat,lon
apartment,33192.48,70.0,Distrito Federal,19.328386,-99.08782
apartment,66011.63,95.0,Distrito Federal,19.380951,-99.13662
house,2200000.0,527.0,Distrito Federal,19.382275,-99.270241
house,900000.0,620.0,Quintana Roo,21.158964,-86.845937
apartment,35878.96,79.0,Distrito Federal,19.473001,-99.087491
apartment,68228.99,90.0,Distrito Federal,19.35782,-99.149406
apartment,88534.28,55.0,Distrito Federal,19.439253,-99.163605
apartment,35634.6,10.0,Distrito Federal,19.448191,-99.070257
apartment,353443.58,128.0,Distrito Federal,19.369018,-99.174236
apartment,49904.63,80.0,Distrito Federal,19.446852,-99.154461
apartment,33137.11,40.0,Distrito Federal,19.440549,-99.168493
apartment,84298.37,120.0,Distrito Federal,19.386395,-99.173041
apartment,67175.26,68.0,Distrito Federal,19.428152,-99.106194
apartment,77467.49,70.0,Distrito Federal,19.360367,-99.192614
apartment,53160.66,96.0,Distrito Federal,19.395097,-99.150424
apartment,166489.28,98.0,Distrito Federal,19.380644,-99.179176
apartment,84825.23,66.0,Distrito Federal,19.366505,-99.222297
apartment,13278.31,44.0,Distrito Federal,19.3933231,-99.0572328
apartment,113302.8,89.0,Quintana Roo,21.082655,-86.857162
apartment,1850000.0,400.0,Distrito Federal,19.4351096398,-99.2149114609
house,49255.99,70.0,Distrito Federal,19.284672,-99.220367
apartment,62644.22,1111.0,Distrito Federal,19.31661,-99.121453
house,1317474.45,900.0,Quintana Roo,21.0526471049,-86.8524084112
apartment,71653.61,84.0,Distrito Federal,19.391819,-99.188639
apartment,603260.23,390.0,Distrito Federal,19.3979843077,-99.2580574751
apartment,73778.56,80.0,Quintana Roo,21.1500897299,-86.8512448668
apartment,999375.0,256.0,Distrito Federal,19.4317147,-99.191166
apartment,79566.6,117.0,Distrito Federal,19.2990233,-99.0436467
house,402349.07,805.0,Distrito Federal,19.300262,-99.203297
apartment,420000.0,142.0,Solidaridad,20.636356,-87.064015
apartment,149050.06,204.0,Quintana Roo,21.051502,-86.853517
apartment,113302.8,100.0,Distrito Federal,19.3880398,-99.1695793
apartment,70302.36,75.0,Distrito Federal,19.404403,-99.175446
apartment,81664.04,60.0,Distrito Federal,23.634501,-102.552788
house,123128.31,30.0,Distrito Federal,19.2687841789,-99.2080128193
house,3800000.0,1650.0,Quintana Roo,21.1902642,-86.8198375
apartment,167421.83,97.0,Distrito Federal,19.341894,-99.224525
apartment,44363.96,80.0,Distrito Federal,19.35697,-99.23214
house,594365.42,290.0,Distrito Federal,19.355921,-99.180214
apartment,95847.25,130.0,Distrito Federal,19.441733,-99.161653
house,90146.57,208.0,Distrito Federal,19.307883,-99.056719
apartment,255590.04,0.0,Distrito Federal,19.394073,-99.153915
house,2002561.17,1167.0,Distrito Federal,19.333310968,-99.2579206824
house,488783.02,685.0,Distrito Federal,19.2448579997,-99.106618613
apartment,45194.99,50.0,Distrito Federal,19.417636,-99.153292
house,437401.51,420.0,Quintana Roo,21.1071942684,-86.8491353985
house,169387.04,377.0,Distrito Federal,19.487807,-99.072794
house,25299.31,100.0,Distrito Federal,19.383948,-99.067884
house,1500000.0,850.0,Distrito Federal,19.410765,-99.241244
apartment,168636.73,74.0,Distrito Federal,19.3820341,-99.1561756
house,513779.88,160.0,Distrito Federal,19.324613,-99.211893
apartment,165000.0,109.0,Quintana Roo,20.505338,-87.220388
store,157575.0,175.0,Quintana Roo,21.129547,-86.817017
apartment,55689.61,60.0,Distrito Federal,19.485634,-99.17321
house,147522.15,377.0,Distrito Federal,19.522644,-99.138341
apartment,503200.0,159.0,Solidaridad,20.634571,-87.064187
apartment,77975.99,60.0,Distrito Federal,19.402752,-99.098587
apartment,62433.48,320.0,Distrito Federal,19.349814,-99.123541
apartment,104343.97,80.0,Distrito Federal,19.399028,-99.175227
apartment,58271.25,70.0,Distrito Federal,19.397531,-99.182964
apartment,97780.84,90.0,Distrito Federal,19.328705,-99.164986
apartment,48431.1,45.0,Distrito Federal,19.458118,-99.125557
house,1327699.39,220.0,Distrito Federal,19.428587,-99.207643
apartment,80682.13,70.0,Distrito Federal,19.445742,-99.159469
apartment,147557.13,67.0,Distrito Federal,19.3923907,-99.1580693
apartment,166604.72,88.5,Distrito Federal,19.3885287,-99.1470904
house,134174.92,110.0,Distrito Federal,19.378729,-99.131032
apartment,64962.43,83.0,Distrito Federal,19.355673,-99.100507
apartment,44141.21,54.0,Distrito Federal,19.470991,-99.168165
house,246994.23,300.0,Distrito Federal,19.375626,-99.15461
apartment,1453325.0,291.0,Distrito Federal,19.4330857,-99.2005645
apartment,194939.99,254.0,Distrito Federal,19.4384033261,-99.1907842819
house,210482.5,217.0,Distrito Federal,19.2403909,-99.1146931
house,368805.38,252.0,Distrito Federal,19.336897,-99.231082
apartment,39514.86,70.0,Distrito Federal,19.516777,-99.160149
house,104354.32,253.0,Distrito Federal,19.392937,-99.263313
apartment,219950.0,187.5,Solidaridad,20.636933,-87.0683571
apartment,255529.44,122.0,Distrito Federal,23.634501,-102.552788
apartment,84825.23,70.0,Distrito Federal,19.36783,-99.218387
apartment,200256.11,150.0,Distrito Federal,19.2775156,-99.1645304
house,161258.87,120.0,Distrito Federal,19.36787,-99.221502
apartment,55636.92,80.0,Distrito Federal,19.366302,-99.193367
house,711436.2,400.0,Distrito Federal,19.3559202,-99.1802147
house,94045.37,234.0,Distrito Federal,19.492686,-99.097877
house,374162.74,380.0,Quintana Roo,21.100043152,-86.8424646556
apartment,34246.21,272.0,Distrito Federal,19.3311754,-99.0822961
apartment,204054.75,164.0,Distrito Federal,19.379261,-99.1691197
apartment,79029.72,56.0,Distrito Federal,19.417923,-99.148384
apartment,57955.13,54.0,Distrito Federal,19.410441,-99.06085
apartment,88008.0,43.0,Quintana Roo,20.626583,-87.078659
house,102685.95,70.0,Distrito Federal,19.391427,-99.150956
apartment,79029.72,50.0,Distrito Federal,19.404661,-99.133858
house,827177.79,50.0,Distrito Federal,19.3216585,-99.232395
house,21074.59,50.0,Benito Juárez,21.161995,-86.880989
apartment,53687.52,45.0,Distrito Federal,23.634501,-102.552788
apartment,163103.33,65.0,Distrito Federal,19.446829,-99.159454
apartment,353083.15,216.0,Quintana Roo,21.129547,-86.817017
apartment,332000.0,169.0,Quintana Roo,21.129547,-86.817017
apartment,35826.8,60.0,Distrito Federal,19.4451458852,-99.1438865662
house,126447.56,193.0,Quintana Roo,21.129547,-86.817017
house,187037.01,180.0,Distrito Federal,19.331688,-99.222323
apartment,62799.12,53.0,Distrito Federal,23.634501,-102.552788
apartment,25868.48,60.0,Distrito Federal,19.45178,-99.15709
house,468909.7,280.0,Distrito Federal,19.281531,-99.148042
apartment,160000.0,125.0,Quintana Roo,20.6782415979,-87.0351076126
apartment,66027.34,70.0,Distrito Federal,19.383446,-99.137643
apartment,21079.59,47.0,Distrito Federal,19.342083,-99.0532159
house,790484.67,230.0,Distrito Federal,19.287191,-99.185059
house,1400000.0,667.0,Distrito Federal,19.382275,-99.270241
house,200208.63,300.0,Distrito Federal,19.302349,-99.014275
house,737785.69,400.0,Distrito Federal,19.3418937,-99.2245237
apartment,110641.61,83.0,Distrito Federal,19.368808,-99.112954
apartment,379342.68,145.0,Distrito Federal,19.405298,-99.164986
house,83264.38,194.0,Quintana Roo,21.1330876425,-86.8480826584
apartment,40051.22,70.0,Distrito Federal,19.474655,-99.189277
house,248757.44,319.0,Distrito Federal,19.411685,-99.166322
apartment,575000.0,304.0,Quintana Roo,21.129547,-86.817017
house,179176.52,260.0,Quintana Roo,20.65593,-87.05368
house,779944.87,410.0,Distrito Federal,19.319042,-99.234127
house,698095.91,359.0,Distrito Federal,19.34301,-99.253265
apartment,77449.13,60.0,Distrito Federal,19.395835,-99.135191
apartment,183928.51,95.0,Distrito Federal,19.382013,-99.188522
house,137017.34,240.0,Quintana Roo,21.137991,-86.870964
apartment,685086.71,160.0,Distrito Federal,19.432566,-99.1926314
house,85352.1,150.0,Distrito Federal,19.284672,-99.220367
house,659264.21,334.0,Distrito Federal,19.361249061,-99.2016311735
house,378522.35,264.5,Distrito Federal,19.3071007,-99.2221957
house,299362.49,195.0,Distrito Federal,19.400249,-99.177444
apartment,329000.0,212.0,Quintana Roo,20.2114185,-87.4653502
apartment,71143.62,60.0,Distrito Federal,19.3930294,-99.0701574
apartment,244570.65,120.0,Distrito Federal,19.356062,-99.191978
apartment,35643.0,79.0,Distrito Federal,23.634501,-102.552788
apartment,90093.88,60.0,Distrito Federal,23.634501,-102.552788
apartment,131558.15,90.0,Distrito Federal,19.395327,-99.153087
apartment,131013.74,80.0,Distrito Federal,19.395261,-99.153153
store,763954.01,407.0,Quintana Roo,21.1491741666,-86.8208956718
house,119773.92,110.0,Distrito Federal,19.330381,-99.146309
house,136194.56,145.0,Quintana Roo,21.102578,-86.864824
apartment,342543.35,136.0,Quintana Roo,20.626583,-87.078659
house,719000.0,210.0,Solidaridad,20.626583,-87.078659
apartment,690000.0,370.0,Quintana Roo,21.1903799,-86.8190064
house,115910.26,210.0,Distrito Federal,19.30241,-99.109299
house,96943.13,85.0,Distrito Federal,19.397059,-99.184501
apartment,273969.71,370.0,Distrito Federal,19.509617,-99.125678
apartment,258163.77,125.0,Quintana Roo,21.1635175409,-86.8070640563
apartment,64751.68,49.0,Distrito Federal,19.466857,-99.11711
apartment,52686.48,70.0,Distrito Federal,19.473486,-99.185753
house,2800000.0,1000.0,Distrito Federal,19.320576,-99.20929
apartment,59008.86,95.0,Distrito Federal,19.422832,-99.104722
apartment,47681.26,80.0,Distrito Federal,19.304501,-99.123121
apartment,58885.31,36.0,Distrito Federal,19.404661,-99.133858
apartment,38334.68,80.0,Distrito Federal,19.263022,-99.119657
house,266330.17,354.0,Distrito Federal,19.350627,-99.157387
apartment,43097.54,58.0,Distrito Federal,19.52303,-99.161839
house,843183.65,652.0,Distrito Federal,19.401079,-99.24807
house,134350.53,70.0,Distrito Federal,19.434723,-99.175887
house,80480.81,400.0,Distrito Federal,19.410803,-99.130884
house,202842.96,365.0,Distrito Federal,19.414261,-99.104118
apartment,328394.85,121.0,Distrito Federal,19.368676,-99.169409
house,1790000.0,690.0,Quintana Roo,21.129547,-86.817017
apartment,93071.72,90.0,Distrito Federal,19.375618,-99.194918
house,110641.61,137.0,Distrito Federal,19.301095,-99.139216
house,632237.8,367.0,Distrito Federal,19.340635,-99.27983
apartment,71126.75,67.0,Distrito Federal,19.445845,-99.149765
house,310692.19,148.0,Distrito Federal,19.336697,-99.152534
apartment,63238.77,75.0,Distrito Federal,19.398006,-99.080694
house,49273.54,205.0,Distrito Federal,19.4637265,-99.130844
house,1106678.54,540.0,Distrito Federal,19.390415,-99.254997
apartment,790297.25,310.0,Distrito Federal,19.3855147,-99.2533303
apartment,121863.83,110.0,Distrito Federal,19.309196,-99.219505
apartment,25559.58,861.0,Distrito Federal,19.281992,-99.164755
apartment,166489.28,144.0,Quintana Roo,21.159443,-86.822062
apartment,287141.33,141.0,Distrito Federal,19.390663,-99.161646
apartment,66911.83,70.0,Distrito Federal,19.451872,-99.173522
apartment,1790000.0,740.0,Distrito Federal,19.390415,-99.254997
house,184139.26,240.0,Distrito Federal,19.194247,-99.141976
apartment,64646.31,57.0,Distrito Federal,19.460741,-99.128196
house,195993.71,250.0,Distrito Federal,19.380951,-99.13662
apartment,29571.34,60.0,Distrito Federal,19.383958,-99.101064
house,79048.46,170.0,Distrito Federal,19.4559178873,-99.1172010454
house,396800.0,104.0,Quintana Roo,20.6346518031,-87.0637106895
house,104319.23,180.0,Quintana Roo,21.129547,-86.817017
apartment,210745.93,100.0,Distrito Federal,19.41498,-99.177444
house,579551.32,292.0,Distrito Federal,19.381729,-99.164986
apartment,62184.79,75.0,Distrito Federal,19.470359,-99.183001
apartment,49525.29,50.0,Distrito Federal,19.417923,-99.148384
apartment,23714.54,0.0,Zacatecas,23.634501,-102.552788
house,113170.56,0.0,Zacatecas,22.945942,-102.6997514
apartment,121178.91,68.0,Distrito Federal,19.372684,-99.183678
apartment,89092.84,120.0,Distrito Federal,19.302721,-99.10851
apartment,57955.13,85.0,Distrito Federal,19.436607,-99.159948
apartment,198380.41,171.0,Quintana Roo,21.129547,-86.817017
apartment,131716.2,129.0,Distrito Federal,19.390748,-99.158695
apartment,68508.67,120.0,Quintana Roo,20.6537075628,-87.0877861977
apartment,69562.65,75.0,Distrito Federal,19.348558,-99.119901
apartment,104319.23,65.0,Distrito Federal,19.386852,-99.194748
apartment,650000.0,280.0,Distrito Federal,19.435359,-99.210742
house,295044.3,252.0,Distrito Federal,19.362864,-99.173988
house,299000.0,0.0,Quintana Roo,20.6309006,-87.069919
apartment,57955.13,65.0,Distrito Federal,19.3757,-99.196831
apartment,151488.32,120.0,Distrito Federal,19.444013,-99.202825
apartment,339500.0,106.0,Quintana Roo,20.626583,-87.078659
apartment,25559.58,60.0,Distrito Federal,19.281996,-99.164753
apartment,268111.32,87.0,Distrito Federal,19.394358,-99.177444
apartment,48364.5,80.0,Distrito Federal,19.417355,-99.132645
apartment,177267.41,102.0,Distrito Federal,19.427607,-99.160835
house,79048.46,270.0,Quintana Roo,21.082655,-86.857162
apartment,64277.51,110.0,Distrito Federal,19.336994,-99.162355
apartment,196356.39,165.0,Quintana Roo,21.1106533465,-86.853515624
apartment,60589.45,65.0,Distrito Federal,19.346609,-99.072311
apartment,47718.14,70.0,Distrito Federal,19.30086,-99.108382
apartment,124959.0,69.0,Quintana Roo,21.129547,-86.817017
apartment,60589.45,52.0,Distrito Federal,19.469681,-99.086136
apartment,78502.86,70.0,Distrito Federal,19.401819,-99.184615
apartment,320000.0,207.0,Quintana Roo,21.161908,-86.8515279
apartment,200203.41,107.0,Distrito Federal,19.3765891,-99.1531067
apartment,31875.32,70.0,Distrito Federal,19.44365,-99.141269
house,37229.03,395.0,Distrito Federal,19.324355,-99.264328
apartment,244650.0,108.0,Quintana Roo,20.1995778473,-87.4541063798
apartment,39773.02,50.0,Distrito Federal,19.365478,-99.19662
apartment,185231.71,55.0,Distrito Federal,23.634501,-102.552788
apartment,20863.84,43.0,Distrito Federal,19.3380389,-99.1037699
apartment,339000.0,157.0,Quintana Roo,20.6295586,-87.0738851
apartment,54806.93,58.0,Distrito Federal,19.394361,-99.082092
house,104664.75,180.0,Distrito Federal,19.363702,-99.153695
house,258927.72,180.0,Distrito Federal,19.391253,-99.168867
apartment,43907.7,70.0,Distrito Federal,19.426948,-99.106956
house,790000.0,490.0,Distrito Federal,19.405988,-99.248976
apartment,68492.42,60.0,Distrito Federal,19.447138,-99.172552
apartment,29346.37,70.0,Distrito Federal,19.487729,-99.10539
house,112485.64,160.0,Distrito Federal,19.321668,-99.096987
house,405984.75,265.0,Distrito Federal,19.3249358212,-99.2239317298
apartment,89219.18,80.0,Distrito Federal,19.383327,-99.152712
house,273811.65,248.0,Quintana Roo,20.65593,-87.05368
apartment,34885.66,60.0,Distrito Federal,19.3605334,-99.2267067
house,631974.37,672.0,Distrito Federal,19.271181,-99.137314
apartment,42676.05,70.0,Distrito Federal,19.449392,-99.138544
apartment,1500000.0,600.0,Distrito Federal,19.3977394084,-99.2363927372
house,297722.15,300.0,Distrito Federal,19.326078,-99.135953
apartment,249003.98,89.0,Distrito Federal,19.443178,-99.20237
apartment,158937.36,70.0,Distrito Federal,19.394358,-99.177444
apartment,121207.64,61.0,Distrito Federal,19.4272709,-99.1727497
apartment,712250.0,72.0,Distrito Federal,19.4330124,-99.1998014
apartment,139652.29,83.0,Distrito Federal,19.3650311,-99.1477363
apartment,157653.76,75.0,Distrito Federal,19.39365,-99.14769
house,147522.15,163.0,Distrito Federal,19.414261,-99.104118
apartment,137727.0,75.0,Quintana Roo,21.129547,-86.817017
house,207106.98,480.0,Distrito Federal,19.301835,-99.206377
house,1900000.0,600.0,Quintana Roo,20.377236576,-87.3236274719
house,104846.1,145.0,Quintana Roo,20.6130229337,-87.1181488037
apartment,670000.0,180.0,Distrito Federal,19.433077,-99.198212
apartment,31795.08,70.0,Distrito Federal,19.441816,-99.092908
apartment,44783.51,45.0,Distrito Federal,19.45756,-99.194748
house,87831.33,148.0,Distrito Federal,19.456919,-99.105499
apartment,316118.9,196.0,Distrito Federal,19.403939,-99.167729
apartment,60624.9,85.0,Distrito Federal,19.40579,-99.198906
house,150683.34,240.0,Distrito Federal,19.311361,-99.109672
apartment,41938.44,70.0,Distrito Federal,19.454582,-99.145651
apartment,159640.04,127.0,Distrito Federal,19.391074,-99.165737
apartment,128697.27,60.0,Distrito Federal,19.359666,-99.148122
store,18967.13,56.0,Benito Juárez,21.148468,-86.88709
apartment,64468.39,80.0,Distrito Federal,19.383957,-99.092019
apartment,433098.7,152.0,Distrito Federal,23.634501,-102.552788
apartment,732515.79,305.0,Distrito Federal,19.390415,-99.254997
house,247626.47,250.0,Distrito Federal,19.336075,-99.128942
apartment,77533.42,90.0,Distrito Federal,19.396705,-99.181902
apartment,93311.24,114.0,Distrito Federal,19.39177,-99.159996
apartment,146889.91,111.0,Distrito Federal,19.2742408542,-99.1496908665
apartment,175000.0,134.0,Quintana Roo,20.505576,-87.220391
apartment,47391.96,60.0,Distrito Federal,19.470215,-99.140075
apartment,32027.8,59.0,Distrito Federal,19.4557379025,-99.204724431
apartment,226605.6,166.0,Distrito Federal,19.3816072779,-99.2945301533
apartment,115937.75,68.0,Distrito Federal,19.364891,-99.148384
house,1093244.53,148.5,Distrito Federal,19.3470575,-99.2965778
house,510653.09,229.0,Distrito Federal,19.318155,-99.220718
apartment,33561.29,204.5,Distrito Federal,19.4261250552,-99.0606307983
house,79029.72,180.0,Distrito Federal,19.367257,-99.227308
apartment,550000.0,283.0,Quintana Roo,20.8987287281,-86.8530929089
apartment,128487.38,80.0,Distrito Federal,19.380392,-99.14769
apartment,526864.83,141.0,Distrito Federal,19.354509,-99.149765
house,105899.83,100.0,Distrito Federal,19.338743,-99.219388
house,47944.7,78.0,Distrito Federal,19.242553,-99.098014
house,194986.21,181.0,Distrito Federal,19.2748173,-99.1224605
apartment,139092.31,65.0,Distrito Federal,19.358005,-99.144064
apartment,81716.73,60.0,Distrito Federal,19.428767,-99.1459
apartment,100262.37,90.0,Distrito Federal,19.418578,-99.17134
store,101019.46,30.0,Distrito Federal,19.443031,-99.162435
house,189716.32,240.0,Distrito Federal,19.279039,-99.142159
apartment,124432.72,63.0,Distrito Federal,19.47517,-99.152534
apartment,64281.19,72.0,Distrito Federal,19.366505,-99.222297
apartment,163328.09,91.0,Distrito Federal,19.343664,-99.212308
house,63223.78,100.0,Distrito Federal,19.376598,-99.032234
apartment,106005.2,260.0,Distrito Federal,19.387209,-99.222038
apartment,32138.75,66.0,Distrito Federal,19.395629,-99.192146
house,313558.92,307.0,Distrito Federal,19.2790911,-99.2114234
house,72724.58,180.0,Distrito Federal,19.3318582,-99.0623242
apartment,26343.24,40.0,Distrito Federal,19.392368,-99.06173
house,1106678.54,540.0,Distrito Federal,19.390415,-99.254997
apartment,65088.88,85.0,Distrito Federal,19.416291,-99.157479
apartment,255529.44,114.0,Distrito Federal,19.391098,-99.167389
apartment,109613.87,60.0,Distrito Federal,19.39912,-99.141464
apartment,171798.66,200.0,Distrito Federal,19.335116,-99.223332
apartment,26601.54,80.0,Distrito Federal,19.409843,-99.125509
apartment,618000.0,95.0,Distrito Federal,19.3904162,-99.2550003
apartment,189671.34,110.0,Distrito Federal,19.419962,-99.171955
apartment,189000.0,158.0,Quintana Roo,20.7616330195,-86.9573879242
apartment,149629.61,81.0,Distrito Federal,19.368475,-99.17952
house,226605.6,391.0,Distrito Federal,19.290689,-99.142701
apartment,83104.12,80.0,Distrito Federal,19.380648,-99.163811
apartment,53160.66,85.0,Distrito Federal,19.395097,-99.150424
house,155425.12,200.0,Distrito Federal,19.357413,-99.28623
apartment,39906.3,80.0,Distrito Federal,19.414771,-99.065035
apartment,184308.38,74.0,Distrito Federal,19.388044,-99.185753
apartment,90747.64,91.0,Distrito Federal,19.333981,-99.233654
apartment,106061.54,63.0,Distrito Federal,19.303736,-99.163605
apartment,144922.18,96.0,Quintana Roo,20.6788739695,-87.039399147
house,63223.78,180.0,Distrito Federal,19.364245,-99.302638
apartment,300312.95,88.0,Distrito Federal,19.438027,-99.188563
house,193039.53,310.0,Distrito Federal,19.297779,-99.170696
house,140936.34,210.0,Distrito Federal,19.472406,-99.160983
store,1317162.09,560.0,Distrito Federal,19.464928,-99.180214
house,158586.31,78.0,Distrito Federal,19.370721,-99.189428
apartment,1400000.0,221.0,Distrito Federal,19.429852,-99.181946
house,247626.47,245.0,Distrito Federal,19.3605334,-99.2267067
apartment,130900.0,63.0,Quintana Roo,20.6238429,-87.0846239
apartment,38829.93,64.0,Distrito Federal,19.448187,-99.161176
apartment,750000.0,333.0,Quintana Roo,21.129547,-86.817017
apartment,442566.46,180.0,Distrito Federal,23.634501,-102.552788
apartment,163328.09,100.0,Distrito Federal,19.340202,-99.257774
apartment,89495.77,63.0,Distrito Federal,19.461416,-99.133163
house,34478.03,60.0,Distrito Federal,19.452751,-99.056419
apartment,235000.0,60.0,Quintana Roo,20.632427,-87.068331
house,110554.57,86.0,Distrito Federal,19.382139,-99.127632
apartment,77449.13,67.0,Distrito Federal,19.396593,-99.133163
apartment,141199.77,110.0,Distrito Federal,19.286619,-99.152534
apartment,363536.73,167.0,Distrito Federal,19.4010793,-99.2480728
house,192825.56,224.0,Distrito Federal,19.2902569,-99.1135805
apartment,179134.04,68.0,Distrito Federal,19.394358,-99.177444
house,1990000.0,600.0,Distrito Federal,19.401079,-99.24807
house,63381.84,130.0,Distrito Federal,19.520075,-99.153229
apartment,331581.97,88.0,Distrito Federal,19.3582744,-99.2723517
apartment,44141.21,55.0,Distrito Federal,19.470991,-99.168165
apartment,218648.9,88.0,Distrito Federal,19.342698,-99.147976
house,158586.31,169.0,Distrito Federal,19.37161,-99.189175
apartment,129655.0,98.0,Distrito Federal,19.469769,-99.157379
apartment,417680.1,244.0,Distrito Federal,19.441989,-99.204157
apartment,46286.55,60.0,Distrito Federal,19.446915,-99.128639
apartment,240718.39,107.0,Distrito Federal,19.381729,-99.164986
house,97996.85,166.0,Distrito Federal,23.634501,-102.552788
apartment,295114.27,125.0,Distrito Federal,19.42416,-99.160039
apartment,260859.94,85.0,Quintana Roo,21.1347621,-86.7461357
apartment,211000.0,0.0,Quintana Roo,20.626583,-87.078659
house,1686367.3,786.0,Distrito Federal,19.320576,-99.20929
house,395148.62,250.0,Distrito Federal,19.408634,-99.164358
apartment,64804.37,90.0,Distrito Federal,19.485643,-99.210749
house,3250000.0,980.0,Distrito Federal,19.375648,-99.272899
apartment,233338.53,78.0,Distrito Federal,19.417364,-99.159454
house,180177.8,595.0,Distrito Federal,19.23814,-99.098924
apartment,54688.57,70.0,Distrito Federal,19.456145,-99.201167
apartment,60220.65,70.0,Distrito Federal,19.326922,-99.121203
house,395242.33,485.0,Quintana Roo,21.161908,-86.8515279
house,44794.13,120.0,Quintana Roo,21.139271,-86.859673
apartment,39524.23,60.0,Distrito Federal,19.346281,-99.079687
house,368892.84,329.0,Distrito Federal,19.3109098,-99.1307421
apartment,49156.48,202.0,Distrito Federal,19.4104990155,-99.098380208
apartment,87459.56,75.0,Distrito Federal,19.328705,-99.164986
store,223259.13,335.0,Distrito Federal,19.4200104,-99.1433281
apartment,120652.04,90.0,Distrito Federal,19.367931,-99.170262
apartment,44520.07,50.0,Distrito Federal,19.424449,-99.139442
house,39040.68,220.0,Distrito Federal,19.380474,-99.245664
house,109000.0,102.0,Quintana Roo,20.2088602,-87.4653115
house,39514.86,103.0,Zacatecas,22.773707,-102.56876
house,43295.64,76.0,Benito Juárez,21.180864,-86.85466
apartment,106918.42,105.0,Distrito Federal,19.408904,-99.174556
apartment,53160.66,60.0,Distrito Federal,19.325709,-99.130934
house,226551.88,175.0,Distrito Federal,19.380273,-99.155793
house,168636.73,90.0,Distrito Federal,19.337652,-99.2233268
apartment,144413.65,90.0,Distrito Federal,19.429339,-99.155169
house,231720.42,160.0,Distrito Federal,19.433274,-99.210758
apartment,26343.24,66.0,Distrito Federal,19.305214,-99.046887
apartment,48442.58,45.0,Distrito Federal,19.458118,-99.125557
house,763954.01,519.0,Distrito Federal,19.3552376,-99.1573934
house,44794.13,138.0,Distrito Federal,19.3724008,-99.1163605
apartment,895670.22,620.0,Distrito Federal,19.43272,-99.210299
house,79048.46,245.0,Quintana Roo,21.1321076,-86.8631503
apartment,89531.93,70.0,Distrito Federal,19.384808,-99.155339
apartment,123813.23,134.0,Quintana Roo,21.1372463115,-86.8281698227
house,115910.26,250.0,Distrito Federal,19.276838,-99.217804
house,105372.96,100.0,Distrito Federal,19.333594,-99.278057
apartment,51632.75,60.0,Distrito Federal,19.392185,-99.135357
house,34246.21,160.0,Benito Juárez,21.134224,-86.868313
house,322366.46,140.0,Distrito Federal,19.443031,-99.162435
apartment,25299.31,65.0,Distrito Federal,19.383948,-99.067884
apartment,420000.0,182.0,Solidaridad,20.626583,-87.078659
apartment,165000.0,175.0,Quintana Roo,20.204132,-87.475651
apartment,71126.75,58.0,Distrito Federal,19.282042,-99.195935
apartment,38206.75,61.0,Distrito Federal,19.3843257,-99.2155215
apartment,1600000.0,543.0,Distrito Federal,19.3609821,-99.2686522
apartment,12463.3,43.0,Distrito Federal,19.534109,-99.145271
apartment,86932.69,70.0,Distrito Federal,19.44661,-99.160309
apartment,79029.72,60.0,Distrito Federal,19.482603,-99.194748
apartment,31085.02,64.5,Distrito Federal,19.3702637975,-99.0079173446
apartment,93255.07,69.0,Distrito Federal,19.472155,-99.161186
apartment,44178.77,60.0,Distrito Federal,19.382649,-99.143384
house,163366.83,218.0,Quintana Roo,21.082655,-86.857162
apartment,213197.0,125.0,Quintana Roo,20.626583,-87.078659
apartment,29614.55,75.0,Distrito Federal,19.452689,-99.117987
house,126477.54,187.0,Distrito Federal,19.3919522,-99.1082647
apartment,71126.75,120.0,Quintana Roo,21.152508,-86.850891
apartment,289775.66,54.0,Distrito Federal,23.634501,-102.552788
apartment,442671.41,163.0,Distrito Federal,19.426396,-99.195435
apartment,127553.55,126.0,Quintana Roo,21.161908,-86.8515279
house,505910.19,605.0,Quintana Roo,21.1066017337,-86.8398857117
house,88618.66,100.0,Distrito Federal,19.416204,-99.060354
house,790297.25,650.0,Distrito Federal,19.394073,-99.153915
apartment,44141.21,65.0,Distrito Federal,19.470991,-99.168165
apartment,268764.29,101.0,Distrito Federal,19.401565,-99.154067
apartment,136457.99,65.0,Distrito Federal,19.381081,-99.148625
apartment,86383.21,117.0,Distrito Federal,19.2990233,-99.0436467
house,192305.66,215.0,Distrito Federal,19.302128,-99.141852
apartment,210745.93,162.0,Distrito Federal,19.362824,-99.266178
apartment,107997.75,90.0,Distrito Federal,19.343398,-99.122827
apartment,90936.87,56.0,Distrito Federal,19.444584,-99.174675
apartment,52159.61,64.0,Distrito Federal,19.326553,-99.115202
house,187081.37,178.0,Distrito Federal,19.303029,-99.139237
apartment,147557.13,80.0,Distrito Federal,19.3499358,-99.2906864
apartment,102000.0,74.0,Quintana Roo,20.6906396174,-87.0480937947
apartment,680000.0,200.0,Distrito Federal,19.430456,-99.1889121
apartment,37059.67,57.0,Distrito Federal,19.379571,-99.146668
apartment,99074.07,158.0,Distrito Federal,19.443486,-99.211871
apartment,43202.91,50.0,Distrito Federal,19.410307,-99.065399
house,837715.09,471.0,Distrito Federal,19.350231,-99.20314
house,38470.25,120.0,Distrito Federal,19.32469,-99.039146
apartment,78766.29,80.0,Distrito Federal,19.416881,-99.109781
apartment,226605.6,0.0,Quintana Roo,21.082655,-86.857162
apartment,295000.0,100.0,Quintana Roo,20.6300130009,-87.0687532425
house,129608.75,220.0,Distrito Federal,19.288866,-99.140168
